,ID,FolderName,PlantNumber,Side,Start,End,RootVolume,Genotype,Stage,segments
257,ID_155623_Imbwek,Kjvcz6bjfj,5,L,24,36,2.3,IBA980581,Early,processed_data/train/Kjvcz6bjfj_5.png
258,ID_774461_Njabwt,S11rphogci,3,L,20,34,1.7,IBA154810,Early,processed_data/train/S11rphogci_3.png
259,ID_816451_Ihxfw8,Zbjyzgqwtu,4,L,22,30,0.8,IITA-TMS-IBA000070,Early,processed_data/train/Zbjyzgqwtu_4.png
260,ID_884849_Bmtyoy,Pfp24vx905,3,R,27,34,1.7,TMEB419,Early,processed_data/train/Pfp24vx905_3.png
261,ID_695272_Uayixd,Miny0c252a,5,R,28,35,1.7,IITA-TMS-IBA000070,Early,processed_data/train/Miny0c252a_5.png
262,ID_557942_Vj7t89,Bs8ueatyis,4,L,33,42,0.7,TMEB693,Early,processed_data/train/Bs8ueatyis_4.png
263,ID_622884_R2ybkc,Lsdgz02kdp,5,L,29,40,0.8,TMEB693,Early,processed_data/train/Lsdgz02kdp_5.png
264,ID_776620_Lnlqu2,Sauopakhvn,4,L,19,40,0.5,TMEB419,Early,processed_data/train/Sauopakhvn_4.png
265,ID_853674_Bme8ct,B5myqsh1wi,3,R,26,35,0.0,TMEB419,Early,processed_data/train/B5myqsh1wi_3.png
266,ID_469998_Ujd7fd,Tbhppxjkvr,5,R,16,24,2.9,IBA980581,Early,processed_data/train/Tbhppxjkvr_5.png
267,ID_473579_Qyszun,V6awcupt6m,3,R,28,39,0.8,TMEB693,Early,processed_data/train/V6awcupt6m_3.png
268,ID_344415_Yq8a1o,Rzyf8hal4j,6,L,32,40,1.4,IBA154810,Early,processed_data/train/Rzyf8hal4j_6.png
269,ID_700742_Mn3cha,Cvdxhjziab,3,L,10,23,5.9,IITA-TMS-IBA000070,Late,processed_data/train/Cvdxhjziab_3.png
270,ID_910467_Lvx1ds,V6awcupt6m,2,R,28,39,0.2,TMEB693,Early,processed_data/train/V6awcupt6m_2.png
271,ID_990602_Nvmm63,Pucqtyga9u,2,L,30,40,1.5,TMEB419,Early,processed_data/train/Pucqtyga9u_2.png
272,ID_831193_Ey2b8z,S11rphogci,2,R,25,35,2.1,IBA154810,Early,processed_data/train/S11rphogci_2.png
273,ID_276142_T0pxsx,Vlqr6qhbqk,4,R,32,40,0.8,IBA154810,Early,processed_data/train/Vlqr6qhbqk_4.png
274,ID_602978_Radio2,Yznlv6wrsh,4,R,45,53,1.5,DIXON,Early,processed_data/train/Yznlv6wrsh_4.png
275,ID_711770_G0ngy3,Tbhppxjkvr,7,L,22,31,2.3,IBA980581,Early,processed_data/train/Tbhppxjkvr_7.png
276,ID_307257_Kzg6ft,Ph2ti2sjzu,2,L,22,35,0.0,IBA980581,Early,processed_data/train/Ph2ti2sjzu_2.png
277,ID_366141_F1cfzq,S11rphogci,4,R,25,35,0.9,IBA154810,Early,processed_data/train/S11rphogci_4.png
278,ID_872906_Rkqbkw,Kjvcz6bjfj,2,L,24,36,2.3,IBA980581,Early,processed_data/train/Kjvcz6bjfj_2.png
279,ID_660348_Duhci3,Ah4ubi4ggi,6,L,42,49,11.0,IITA-TMS-IBA000070,Early,processed_data/train/Ah4ubi4ggi_6.png
280,ID_246628_Hvqjjx,Wgutyon8uu,4,L,18,45,2.2,TMEB419,Early,processed_data/train/Wgutyon8uu_4.png
281,ID_217660_Vly1am,Ifqbqqrika,2,R,20,25,0.8,TMEB693,Early,processed_data/train/Ifqbqqrika_2.png
282,ID_171046_Qj2ln4,Efaiye0hmy,4,R,20,30,2.8,IBA980581,Early,processed_data/train/Efaiye0hmy_4.png
283,ID_292232_Xpdtdg,Up8aqujy0s,5,R,25,33,3.1,IBA154810,Early,processed_data/train/Up8aqujy0s_5.png
284,ID_616877_Zht9zp,Rzyf8hal4j,4,R,38,47,1.8,IBA154810,Early,processed_data/train/Rzyf8hal4j_4.png
285,ID_401211_Cni840,Ifqbqqrika,4,L,26,32,0.4,TMEB693,Early,processed_data/train/Ifqbqqrika_4.png
286,ID_750020_Djqltk,Ceibvxd51g,5,R,37,45,0.1,DIXON,Early,processed_data/train/Ceibvxd51g_5.png
287,ID_237743_L8ggys,Vlqr6qhbqk,1,R,32,40,1.7,IBA154810,Early,processed_data/train/Vlqr6qhbqk_1.png
288,ID_895560_Hx4nri,Pctl4tyb9l,2,L,46,53,2.9,IITA-TMS-IBA000070,Early,processed_data/train/Pctl4tyb9l_2.png
289,ID_570572_Zjkhun,Miny0c252a,4,R,28,35,2.1,IITA-TMS-IBA000070,Early,processed_data/train/Miny0c252a_4.png
290,ID_867206_A2wc76,Pw4ytibfql,6,R,28,35,0.5,TMEB419,Early,processed_data/train/Pw4ytibfql_6.png
291,ID_683484_Yzlvbv,Yznlv6wrsh,5,R,45,53,0.4,DIXON,Early,processed_data/train/Yznlv6wrsh_5.png
292,ID_760708_Etomqh,Jrem9eo37e,3,R,23,41,2.6,IBA154810,Early,processed_data/train/Jrem9eo37e_3.png
293,ID_556927_D0wlds,Ah4ubi4ggi,2,R,27,44,11.0,IITA-TMS-IBA000070,Early,processed_data/train/Ah4ubi4ggi_2.png
294,ID_432147_Nburc1,Jrem9eo37e,3,L,29,36,2.2,IBA154810,Early,processed_data/train/Jrem9eo37e_3.png
295,ID_223701_Vhjywd,Qhqftdiz4q,3,R,49,60,2.3,IITA-TMS-IBA000070,Early,processed_data/train/Qhqftdiz4q_3.png
296,ID_313517_Zkxwdf,Nto14cbfiw,3,L,10,21,3.5,IITA-TMS-IBA000070,Late,processed_data/train/Nto14cbfiw_3.png
297,ID_185638_Pvy4ka,Yjzw2bylox,2,R,23,40,0.9,TMEB693,Early,processed_data/train/Yjzw2bylox_2.png
298,ID_707274_J1sbnt,Iuxzotmvrc,3,L,10,18,0.9,TMEB419,Late,processed_data/train/Iuxzotmvrc_3.png
299,ID_216190_Fevuwk,Mpmvh2mgm3,4,R,24,38,4.8,TMEB419,Early,processed_data/train/Mpmvh2mgm3_4.png
300,ID_377344_W7fzf6,Ubgsvkns3h,4,R,17,26,0.65,IKN130010,Early,processed_data/train/Ubgsvkns3h_4.png
301,ID_217529_Oh69wg,Me1ufzzcxk,1,R,23,32,2.6,TMEB419,Early,processed_data/train/Me1ufzzcxk_1.png
302,ID_794803_Tvlbyb,Rxxe9bh6qn,7,L,31,40,0.01,IBA980581,Early,processed_data/train/Rxxe9bh6qn_7.png
303,ID_320320_Gtiu4o,Kjvcz6bjfj,6,R,26,39,2.3,IBA980581,Early,processed_data/train/Kjvcz6bjfj_6.png
304,ID_598272_Axnwor,B8x7mhxe6z,3,L,23,33,6.6,IBA154810,Early,processed_data/train/B8x7mhxe6z_3.png
305,ID_601768_Jjlhig,Yznlv6wrsh,6,L,30,39,0.7,DIXON,Early,processed_data/train/Yznlv6wrsh_6.png
306,ID_603291_Cq9no2,Hzapvbcfm8,3,R,24,30,1.9,IBA154810,Early,processed_data/train/Hzapvbcfm8_3.png
307,ID_221122_Yzrwle,Tbhppxjkvr,4,L,22,31,2.3,IBA980581,Early,processed_data/train/Tbhppxjkvr_4.png
308,ID_871801_Bshynx,Tbhppxjkvr,2,R,16,24,1.9,IBA980581,Early,processed_data/train/Tbhppxjkvr_2.png
309,ID_294989_Jbkad9,B5myqsh1wi,6,R,26,35,0.3,TMEB419,Early,processed_data/train/B5myqsh1wi_6.png
310,ID_860853_Vcry1q,Me1ufzzcxk,4,R,23,32,2.2,TMEB419,Early,processed_data/train/Me1ufzzcxk_4.png
311,ID_965999_Xywbc2,V6awcupt6m,4,L,34,41,2.1,TMEB693,Early,processed_data/train/V6awcupt6m_4.png
312,ID_269437_Dxgg4n,Dz9lpsl9ae,5,R,45,50,2.5,TMEB419,Early,processed_data/train/Dz9lpsl9ae_5.png
313,ID_534910_Ecsqtx,Me1ufzzcxk,3,R,23,32,3.5,TMEB419,Early,processed_data/train/Me1ufzzcxk_3.png
314,ID_380636_W4jape,Ceibvxd51g,2,R,37,45,0.3,DIXON,Early,processed_data/train/Ceibvxd51g_2.png
315,ID_944556_Oelb9j,Efaiye0hmy,2,R,20,30,3.8,IBA980581,Early,processed_data/train/Efaiye0hmy_2.png
316,ID_526238_Ktqxuh,Up8aqujy0s,5,L,29,40,1.8,IBA154810,Early,processed_data/train/Up8aqujy0s_5.png
317,ID_754285_Xoi0da,Pw4ytibfql,2,L,25,32,0.5,TMEB419,Early,processed_data/train/Pw4ytibfql_2.png
318,ID_122219_Xdopq7,Sauopakhvn,5,L,19,40,3.5,TMEB419,Early,processed_data/train/Sauopakhvn_5.png
319,ID_672578_Nifv71,Kjvcz6bjfj,3,L,24,36,0.2,IBA980581,Early,processed_data/train/Kjvcz6bjfj_3.png
320,ID_747419_Zihzns,F1p0lhe1ij,4,R,30,37,2.1,IITA-TMS-IBA000070,Early,processed_data/train/F1p0lhe1ij_4.png
321,ID_375653_V9hmsh,Rxxe9bh6qn,4,L,31,40,0.01,IBA980581,Early,processed_data/train/Rxxe9bh6qn_4.png
322,ID_155140_Uzajyt,Bb02c5k7wm,5,L,22,31,0.9,TMEB693,Early,processed_data/train/Bb02c5k7wm_5.png
323,ID_969350_G9jqgp,Izbgyxre0g,4,L,24,37,1.3,IBA154810,Early,processed_data/train/Izbgyxre0g_4.png
324,ID_103784_Oslxv3,Zbjyzgqwtu,7,L,22,30,1.4,IITA-TMS-IBA000070,Early,processed_data/train/Zbjyzgqwtu_7.png
325,ID_674519_Qg52cm,Jct834ckgh,5,L,19,27,0.8,TMEB693,Late,processed_data/train/Jct834ckgh_5.png
326,ID_726494_Kdje9g,Zbjyzgqwtu,3,L,22,30,1.8,IITA-TMS-IBA000070,Early,processed_data/train/Zbjyzgqwtu_3.png
327,ID_688192_Bdosyn,L8w7zu7wek,3,R,27,33,2.9,IITA-TMS-IBA000070,Early,processed_data/train/L8w7zu7wek_3.png
328,ID_335255_Hoxqui,Tbhppxjkvr,3,L,22,31,2.9,IBA980581,Early,processed_data/train/Tbhppxjkvr_3.png
329,ID_271070_Fsmcir,Hc3b9gicdo,3,R,29,38,3.1,IITA-TMS-IBA000070,Early,processed_data/train/Hc3b9gicdo_3.png
330,ID_441610_X5hyun,Hqcekwpxgu,6,R,30,39,6.2,IITA-TMS-IBA000070,Early,processed_data/train/Hqcekwpxgu_6.png
331,ID_310774_Ryvpjg,Oipmzygepq,3,R,32,39,3.1,TMEB693,Early,processed_data/train/Oipmzygepq_3.png
332,ID_592284_Rkc2ag,Zbjyzgqwtu,4,R,15,26,0.8,IITA-TMS-IBA000070,Early,processed_data/train/Zbjyzgqwtu_4.png
333,ID_338147_Olxxlj,Hqcekwpxgu,4,R,30,39,1.8,IITA-TMS-IBA000070,Early,processed_data/train/Hqcekwpxgu_4.png
334,ID_901327_B7vh2y,Puya1uaaln,2,L,26,42,2.1,TMEB419,Early,processed_data/train/Puya1uaaln_2.png
335,ID_578787_J3kdih,Ehwtko5bvb,6,L,10,20,3.1,TMEB419,Late,processed_data/train/Ehwtko5bvb_6.png
336,ID_994625_Ecahqu,Vinlgebupo,5,L,23,29,0.2,IBA980581,Early,processed_data/train/Vinlgebupo_5.png
337,ID_140387_Y10vsb,Q4uyruus4j,1,R,27,33,0.9,IBA980581,Early,processed_data/train/Q4uyruus4j_1.png
338,ID_929269_Ocfjcp,F5lrpuuq8q,3,R,23,31,0.35,IBA980581,Early,processed_data/train/F5lrpuuq8q_3.png
339,ID_222209_H8gzo6,Pw4ytibfql,3,R,28,35,1.9,TMEB419,Early,processed_data/train/Pw4ytibfql_3.png
340,ID_140116_E9j0px,Yznlv6wrsh,4,L,30,39,1.5,DIXON,Early,processed_data/train/Yznlv6wrsh_4.png
341,ID_434761_Ypoghq,Dz9lpsl9ae,6,L,37,46,0.9,TMEB419,Early,processed_data/train/Dz9lpsl9ae_6.png
342,ID_850721_Dg5twh,Jrem9eo37e,6,R,23,41,2.1,IBA154810,Early,processed_data/train/Jrem9eo37e_6.png
343,ID_444311_Tvefbg,Ypktwvqjbn,5,L,33,41,1.7,IBA154810,Early,processed_data/train/Ypktwvqjbn_5.png
344,ID_467568_Bzuthn,Toaefqwoli,3,L,37,47,0.5,TMEB419,Early,processed_data/train/Toaefqwoli_3.png
345,ID_402245_Lg14mj,L5l1h3kekg,6,L,38,50,2.5,IITA-TMS-IBA000070,Early,processed_data/train/L5l1h3kekg_6.png
346,ID_376269_Whviji,Puya1uaaln,3,L,26,42,0.8,TMEB419,Early,processed_data/train/Puya1uaaln_3.png
347,ID_915339_Jjlwgz,Zbjyzgqwtu,1,R,15,26,1.4,IITA-TMS-IBA000070,Early,processed_data/train/Zbjyzgqwtu_1.png
348,ID_911139_Wxecsv,Zbjyzgqwtu,5,R,15,26,1.8,IITA-TMS-IBA000070,Early,processed_data/train/Zbjyzgqwtu_5.png
349,ID_912912_Nz9us7,Ph2ti2sjzu,5,L,22,35,0.35,IBA980581,Early,processed_data/train/Ph2ti2sjzu_5.png
350,ID_203893_Kiz2lt,Nrse2plksd,3,R,25,35,2.9,TMEB693,Early,processed_data/train/Nrse2plksd_3.png
351,ID_157206_Vnoejp,Ot13d4nq6t,5,L,41,50,2.5,DIXON,Early,processed_data/train/Ot13d4nq6t_5.png
352,ID_716182_Xj4hl1,Nrse2plksd,4,R,25,35,2.5,TMEB693,Early,processed_data/train/Nrse2plksd_4.png
353,ID_612325_Qhs3h2,Lnkljfdtgh,3,R,23,43,2.6,IBA980581,Early,processed_data/train/Lnkljfdtgh_3.png
354,ID_450500_H3gltt,Ah4ubi4ggi,4,R,27,44,0.8,IITA-TMS-IBA000070,Early,processed_data/train/Ah4ubi4ggi_4.png
355,ID_589812_X0qgof,Wgutyon8uu,4,R,23,37,2.2,TMEB419,Early,processed_data/train/Wgutyon8uu_4.png
356,ID_396988_Ksuu8v,Rzyf8hal4j,3,R,38,47,1.4,IBA154810,Early,processed_data/train/Rzyf8hal4j_3.png
357,ID_547506_Jqaluq,Hzapvbcfm8,5,L,19,35,1.9,IBA154810,Early,processed_data/train/Hzapvbcfm8_5.png
358,ID_675237_Ou93em,V6awcupt6m,4,R,28,39,2.1,TMEB693,Early,processed_data/train/V6awcupt6m_4.png
359,ID_116605_Dky8vk,Mylwjeq6tq,4,L,28,34,2.7,IBA980581,Early,processed_data/train/Mylwjeq6tq_4.png
360,ID_424534_Nhlm6w,Vinlgebupo,3,L,23,29,0.5,IBA980581,Early,processed_data/train/Vinlgebupo_3.png
361,ID_210119_V1cauz,Mpmvh2mgm3,2,R,24,38,4.9,TMEB419,Early,processed_data/train/Mpmvh2mgm3_2.png
362,ID_168517_Lb0hq7,Mrw7chmalv,3,R,30,43,0.9,IBA154810,Early,processed_data/train/Mrw7chmalv_3.png
363,ID_915357_Hfde1r,F1p0lhe1ij,3,R,30,37,2.1,IITA-TMS-IBA000070,Early,processed_data/train/F1p0lhe1ij_3.png
364,ID_808727_Xyfyts,P3om3dfa78,4,R,21,31,1.4,TMEB419,Early,processed_data/train/P3om3dfa78_4.png
365,ID_770667_Dphygt,Rzyf8hal4j,5,L,32,40,1.4,IBA154810,Early,processed_data/train/Rzyf8hal4j_5.png
366,ID_361716_Sufszh,Bb02c5k7wm,2,L,22,31,1.8,TMEB693,Early,processed_data/train/Bb02c5k7wm_2.png
367,ID_954111_Uvobg2,Rxxe9bh6qn,3,L,31,40,2.5,IBA980581,Early,processed_data/train/Rxxe9bh6qn_3.png
368,ID_950979_Dsho0o,Ummqfuetoc,7,L,25,32,2.7,IBA980581,Early,processed_data/train/Ummqfuetoc_7.png
369,ID_307722_Btzncs,Dhfwcg1uj2,4,R,20,32,3.1,IBA154810,Early,processed_data/train/Dhfwcg1uj2_4.png
370,ID_134641_Koib9h,Qinorm9cg3,2,L,16,24,0.4,IBA980581,Early,processed_data/train/Qinorm9cg3_2.png
371,ID_180664_Op8l7j,Pucqtyga9u,5,R,37,43,0.5,TMEB419,Early,processed_data/train/Pucqtyga9u_5.png
372,ID_202049_Zpvt7u,S11rphogci,6,L,20,34,2.1,IBA154810,Early,processed_data/train/S11rphogci_6.png
373,ID_694646_Famnkr,Toaefqwoli,7,L,37,47,1.9,TMEB419,Early,processed_data/train/Toaefqwoli_7.png
374,ID_424614_L8szj2,Q4uyruus4j,7,L,33,45,0.9,IBA980581,Early,processed_data/train/Q4uyruus4j_7.png
375,ID_860702_Avb9v1,Yznlv6wrsh,5,L,30,39,1.4,DIXON,Early,processed_data/train/Yznlv6wrsh_5.png
376,ID_223242_Vd2n5f,Tbhppxjkvr,1,R,16,24,2.3,IBA980581,Early,processed_data/train/Tbhppxjkvr_1.png
377,ID_497108_Imsrou,Xdi1ipcemf,6,L,21,28,4.3,IITA-TMS-IBA000070,Early,processed_data/train/Xdi1ipcemf_6.png
378,ID_874698_Sofloa,L6qdyaff5q,4,L,26,31,0.9,TMEB693,Early,processed_data/train/L6qdyaff5q_4.png
379,ID_925389_Gdjxgh,Laspkqmflo,4,L,33,40,0.02,IKN130010,Early,processed_data/train/Laspkqmflo_4.png
380,ID_809706_Hgrlkk,Nrse2plksd,5,L,19,30,2.9,TMEB693,Early,processed_data/train/Nrse2plksd_5.png
381,ID_592215_Hfzzen,Ntqusw7xpb,4,L,19,31,2.2,TMEB419,Early,processed_data/train/Ntqusw7xpb_4.png
382,ID_995502_L5bkz9,Izbgyxre0g,4,R,22,33,1.3,IBA154810,Early,processed_data/train/Izbgyxre0g_4.png
383,ID_490708_Isn2o5,Efaiye0hmy,1,R,20,30,4.8,IBA980581,Early,processed_data/train/Efaiye0hmy_1.png
384,ID_899134_Gyrlfg,Rzyf8hal4j,1,R,38,47,1.3,IBA154810,Early,processed_data/train/Rzyf8hal4j_1.png
385,ID_747792_Ofa0wh,Izbgyxre0g,6,R,22,33,3.7,IBA154810,Early,processed_data/train/Izbgyxre0g_6.png
